id	frequency	board	fill	hasQR
03d73675c7741889684165c7018b6d19	901	Qb,Bw,Nb,Pb,Kb,Qb,Nw,Kw,Qb,,,,,,,Pb,Nw,,,,,,,Nw,Rb,,,Pb,Pb,,,Bb,Kb,,,Pb,Pb,,,Kw,Qw,,,,,,,Pw,Nb,,,,,,,Nb,Pb,Nb,Bw,Kw,Pw,Nw,Bb,Rw	lightGray	0
03ec5205778d49b5f95a61437afe77b4	191	Qw,Rb,Nw,Qw,Kb,Pw,Nb,Rb,Rb,,,,,,,Kw,Bw,,,,,,,Bb,Qb,,,,,,,Nb,Pb,,,,,,,Pw,Rw,,,,,,,Kb,Bb,,,,,,,Bw,Rw,Kb,Pb,Nb,Bw,Kw,Pw,Qb	lightGray	0
04d693eae197635f687997391972a7ea	69	Bw,Nb,Pw,Kb,Bw,Nw,Pb,Bw,Nw,,,,,,,Nb,Pb,,,,,,,Qw,Kb,,,Nw,Nw,,,Kw,Bw,,,Nw,Nw,,,Rw,Nb,,,,,,,Nw,Pw,,,,,,,Qb,Nw,Bb,Rw,Kb,Qw,Nw,Rb,Nb	lightGray	0
04e974b56720db88c895fecf79efc379	3833	Rb,Qb,Kw,Rb,Nw,Qw,Kb,Rw,Rb,,,,,,,Nw,Bw,,,,,,,Rb,Qb,,,,,,,Kb,Pb,,,,,,,Qw,Rw,,,,,,,Nb,Bb,,,,,,,Rw,Qb,Kw,Bb,Rb,Pw,Qb,Bw,Pb	lightRed	1
0511c0b242d4a663c056299a5376bff4	1228	Qw,Pw,Kw,Bw,Nb,Pb,Qb,Pb,Qb,,,,,,,Bw,Kw,,,,,,,Kb,Rw,,,,,,,Pb,Nb,,,,,,,Nw,Qw,,,,,,,Bb,Kb,,,,,,,Kw,Nb,Nw,Rb,Kw,Qb,Nb,Rw,Pb	lightGray	1
051f2b65fd128a9c82610d53dc128a0b	1089	Nw,Qw,Bb,Rw,Pb,Qb,Bw,Rw,Rb,,,,,,,Bw,Bw,,,,,,,Rb,Qw,,,Rw,Rw,,,Pw,Pw,,,Rw,Rw,,,Qw,Rw,,,,,,,Nb,Bb,,,,,,,Rw,Qw,Rb,Kb,Qb,Nw,Rw,Kw,Rb	darkRed	0
057477649b41e3a1e63f489cbe8fb10e	3061	Rw,Nb,Pw,Kb,Bw,Nw,Pb,Kw,Qb,,,,,,,Rb,Bw,,,,,,,Nw,Rw,,,Nw,Nw,,,Qb,Pb,,,Nw,Nw,,,Kw,Qw,,,,,,,Pw,Bb,,,,,,,Nb,Bb,Rw,Bb,Qb,Pb,Rb,Bw,Bb	darkRed	0
058a745aa4740c625363d7fae9ee703c	100	Rb,Rb,Nw,Qw,Kb,Rw,Nb,Rb,Nb,,,,,,,Qb,Pw,,,,,,,Pb,Kb,,,,,,,Rb,Bw,,,,,,,Bw,Rw,,,,,,,Qw,Pb,,,,,,,Pw,Rw,Nw,Bb,Kb,Pb,Nb,Bw,Kb	lightRed	0
06156540409a3e444b0257d24d855bd6	2782	Nb,Rb,Nw,Qw,Kb,Rw,Nb,Rw,Rw,,,,,,,Bb,Kw,,,,,,,Kw,Qb,,,,,,,Pw,Bw,,,,,,,Nb,Rb,,,,,,,Bw,Kb,,,,,,,Kb,Nb,Qb,Kw,Rw,Nb,Qw,Pw,Bb	lightGray	0
076fbe1b6fe4ca969bc9dd7075be7535	3515	Rw,Nb,Qw,Kw,Rw,Nw,Bb,Pw,Kw,,,,,,,Pb,Rw,,,,,,,Kb,Nw,,,,,,,Bb,Qb,,,,,,,Nw,Kb,,,,,,,Rw,Rb,,,,,,,Kw,Kw,Pb,Qb,Bw,Rb,Pw,Kw,Kw	darkRed	0
077a61a822f0875ed2157784b242ccbb	1245	Qw,Rw,Nb,Qb,Kw,Rb,Nw,Qw,Rw,,,,,,,Pw,Kw,,,,,,,Qw,Qb,,,,,,,Bw,Nw,,,,,,,Rb,Rb,,,,,,,Pb,Kb,,,,,,,Qb,Nb,Kw,Bb,Nb,Pw,Qb,Bw,Rb	lightGray	0
07a4af9a25e250bbe32f934e64242ff0	143	Bb,Nw,Pb,Kb,Bw,Nb,Pw,Qw,Kw,,,,,,,Pw,Qb,,,,,,,Kw,Nw,,,,,,,Bb,Rb,,,,,,,Nw,Kb,,,,,,,Pb,Qw,,,,,,,Kb,Rw,Pb,Qb,Bb,Rw,Pw,Qw,Nw	darkGray	0
07dcdfcaeeeb90a96ba3dba73038d09e	1378	Bw,Pw,Rb,Bw,Qb,Pb,Nw,Bb,Pw,,,,,,,Qw,Rb,,,,,,,Nb,Bw,,,Nw,Nw,,,Rb,Qb,,,Nw,Nw,,,Kb,Pb,,,,,,,Bb,Nw,,,,,,,Nw,Qw,Qb,Bw,Rb,Pw,Qw,Bb,Qw	darkRed	0
09393deef70bcd30646bb187f51355f5	2073	Bb,Bb,Nw,Pb,Qb,Bw,Rb,Rb,Pb,,,,,,,Bb,Qb,,,,,,,Rw,Bw,,,Nb,Nb,,,Pb,Rb,,,Nb,Nb,,,Qb,Pw,,,,,,,Bw,Qw,,,,,,,Rb,Nw,Rw,Nb,Qb,Kw,Rb,Nw,Bw	lightGray	0
09d8508656d8b650a06ad309b77311c1	3517	Rb,Nb,Bw,Kb,Pb,Nw,Bb,Rw,Pb,,,,,,,Pb,Kb,,,,,,,Qb,Qw,,,,,,,Bw,Nb,,,,,,,Nb,Pw,,,,,,,Pw,Kw,,,,,,,Qw,Qb,Rw,Kw,Qw,Nb,Rb,Pw,Kw	lightRed	0
0a1de41a769bac8d42216ee23939f458	2305	Kw,Nw,Bb,Kb,Pb,Nb,Bw,Qw,Kb,,,,,,,Rb,Qw,,,,,,,Pw,Nb,,,,,,,Qb,Rw,,,,,,,Bw,Kw,,,,,,,Rw,Qb,,,,,,,Pb,Rb,Nb,Qw,Kw,Rw,Nw,Qb,Qb	lightRed	0
0a62e1903280afc29f11d96a8120fdaf	1135	Kb,Nw,Qb,Kw,Rw,Nb,Qw,Pw,Pw,,,,,,,Bb,Qw,,,,,,,Nw,Bb,,,Nw,Nw,,,Pw,Rw,,,Nw,Nw,,,Kw,Pb,,,,,,,Bw,Kb,,,,,,,Nb,Bb,Kb,Qw,Nb,Rw,Kw,Qb,Nb	darkRed	0
0b9a1e1606654743cc4e0ea9d6fb2abd	1777	Bw,Rw,Kw,Qb,Nw,Rb,Pw,Kw,Bb,,,,,,,Rw,Rw,,,,,,,Kw,Pb,,,,,,,Qb,Qb,,,,,,,Nw,Nw,,,,,,,Rb,Rb,,,,,,,Kb,Bw,Pb,Qb,Bw,Rb,Pw,Kw,Nb	lightGray	0
0be4fde361f7d428fff9acea79086f29	4090	Pw,Kb,Pb,Nb,Bw,Kw,Pw,Pw,Rw,,,,,,,Kb,Kw,,,,,,,Bw,Qb,,,,,,,Nb,Nw,,,,,,,Pw,Rb,,,,,,,Kw,Kb,,,,,,,Bb,Nw,Kw,Qb,Nb,Rw,Pw,Qw,Rw	lightGray	0
0c4a5fcee6056bbbb5bfbc876b80506a	697	Kw,Nb,Qw,Kb,Rb,Nw,Qb,Kb,Rw,,,,,,,Kw,Bb,,,,,,,Pw,Qb,,,,,,,Nw,Pb,,,,,,,Qb,Rb,,,,,,,Kb,Bw,,,,,,,Rb,Rb,Bw,Rb,Pb,Qb,Bb,Rw,Bb	darkRed	1
0c6bcafede2b15459cd11777c05bb156	3074	Nw,Qw,Kb,Rw,Nb,Qb,Kw,Nw,Rb,,,,,,,Bb,Pw,,,,,,,Nw,Qw,,,,,,,Pb,Bb,,,,,,,Kb,Rw,,,,,,,Bw,Pb,,,,,,,Nb,Rw,Kw,Rw,Nw,Qb,Kb,Rb,Qb	darkRed	1
0cb1959589fc994c943e607a6566838e	3943	Kw,Kb,Qw,Nb,Rw,Kw,Qb,Qb,Pw,,,,,,,Rw,Nb,,,,,,,Kw,Bw,,,Rb,Rb,,,Qw,Kb,,,Rb,Rb,,,Nb,Rb,,,,,,,Pb,Nw,,,,,,,Kb,Rw,Pw,Kw,Bb,Nw,Pb,Kb,Nw	lightRed	0
0cd583fcb4d5440e4abcee8a62c5991f	2286	Qb,Pw,Kw,Bw,Nb,Pb,Kb,Pb,Pb,,,,,,,Qb,Kb,,,,,,,Bw,Bb,,,,,,,Rb,Nw,,,,,,,Pw,Rw,,,,,,,Qw,Kw,,,,,,,Bb,Rb,Kw,Bb,Nw,Pb,Kb,Bw,Rb	lightGray	0
0d1b36e005301c1cb85010566f45b0d7	1246	Rw,Bw,Nb,Pw,Kw,Bb,Nw,Pb,Nw,,,,,,,Bb,Pb,,,,,,,Rw,Kw,,,,,,,Pb,Bb,,,,,,,Qb,Rb,,,,,,,Bw,Pw,,,,,,,Rb,Rb,Pw,Kw,Bb,Nw,Pb,Kb,Nw	darkGray	0
0d65ef7629e71db56a492eaf103c22e4	2881	Bw,Bb,Nw,Pb,Kb,Bw,Rb,Pw,Pb,,,,,,,Nb,Rw,,,,,,,Qw,Bw,,,,,,,Kw,Kb,,,,,,,Rw,Pw,,,,,,,Nw,Nb,,,,,,,Qb,Qb,Kw,Bb,Nb,Pw,Kb,Qw,Rb	lightGray	0
0da74ca0ac56ecbd4c4e9f51083fe138	2966	Pb,Rw,Bb,Qw,Pw,Nb,Bw,Rw,Bw,,,,,,,Qw,Qb,,,,,,,Nb,Pb,,,,,,,Rw,Rw,,,,,,,Kw,Bb,,,,,,,Qb,Qw,,,,,,,Nw,Kb,Nw,Qb,Kb,Rb,Nb,Bw,Qb	darkRed	0
0db35de764f9f6753086ca78c58ee898	445	Rw,Qw,Nb,Rb,Kb,Qb,Nw,Rw,Nb,,,,,,,Pw,Pw,,,,,,,Qw,Kb,,,,,,,Bw,Bw,,,,,,,Rb,Nw,,,,,,,Pb,Pb,,,,,,,Qb,Rb,Bw,Kb,Pb,Nw,Bb,Kw,Qb	lightRed	0
0dd978a7631bf2d573ccbe1dd47387ef	3042	Pb,Rb,Kb,Bb,Nw,Pw,Kw,Nw,Nw,,,,,,,Kw,Bb,,,,,,,Rw,Kb,,,Pb,Pb,,,Nw,Pb,,,Pb,Pb,,,Qb,Nb,,,,,,,Kb,Bw,,,,,,,Rb,Rb,Qb,Nw,Rb,Kb,Qw,Nb,Rw	darkRed	0
0ebd9b18fce868cf507eb9c2dfca83a3	199	Rw,Bb,Nw,Pb,Kb,Bw,Nb,Rw,Rw,,,,,,,Kw,Rw,,,,,,,Rw,Rw,,,,,,,Nb,Rw,,,,,,,Bw,Rw,,,,,,,Kb,Rw,,,,,,,Rb,Rw,Kb,Rb,Nw,Qb,Kw,Pw,Kw	lightGray	0
0ed8327d3d09997fee0b3f23a7436971	3124	Kb,Nb,Pw,Qb,Bw,Rw,Pb,Qw,Nw,,,,,,,Pw,Rb,,,,,,,Kw,Kw,,,,,,,Bb,Qb,,,,,,,Nw,Nb,,,,,,,Pb,Rw,,,,,,,Kb,Rw,Rw,Nb,Qb,Kw,Rb,Nw,Nw	darkRed	0
0f1d82d104d2d12a53cf85e35e933728	3736	Rw,Rb,Nw,Qb,Kw,Rw,Bb,Qb,Rw,,,,,,,Nw,Rw,,,,,,,Bb,Rw,,,Pb,Pb,,,Kb,Rw,,,Pb,Pb,,,Pb,Rw,,,,,,,Nb,Rw,,,,,,,Bw,Rw,Pw,Kw,Bw,Nb,Pb,Qb,Qb	lightRed	0
0f4912631784c7507b2c0a60d480cb2d	3615	Bb,Rw,Nb,Qb,Kw,Pb,Nw,Kb,Kb,,,,,,,Bb,Pb,,,,,,,Kw,Nw,,,,,,,Pb,Bb,,,,,,,Nw,Kw,,,,,,,Bw,Pw,,,,,,,Kb,Nw,Nb,Bw,Kw,Pw,Rw,Bb,Kw	lightRed	0
0f9e2b4517e9d40e6260f94835d45b89	312	Rb,Pb,Nw,Bw,Kb,Pw,Nb,Nw,Qb,,,,,,,Pw,Bw,,,,,,,Rb,Nb,,,,,,,Bw,Pw,,,,,,,Qb,Qw,,,,,,,Pb,Bb,,,,,,,Rw,Rw,Rb,Nw,Qb,Kw,Rw,Nb,Rb	darkRed	0
0fe0541adb311b1eab3a98d38b7f8eb8	1647	Pw,Qw,Kb,Rb,Nw,Bb,Kw,Nb,Pw,,,,,,,Nb,Kw,,,,,,,Bw,Bw,,,Rb,Rb,,,Kb,Nb,,,Rb,Rb,,,Pb,Pb,,,,,,,Nw,Kb,,,,,,,Bb,Pw,Kw,Rw,Nw,Qb,Kb,Rb,Bw	lightGray	0
105086c8ccc294070f9b6a6dd0e88cad	29	Pw,Qb,Bw,Rw,Pb,Qw,Bb,Rw,Rw,,,,,,,Kb,Pb,,,,,,,Qw,Qw,,,,,,,Nb,Bb,,,,,,,Rw,Rb,,,,,,,Kw,Pw,,,,,,,Qb,Kb,Kb,Qw,Nb,Rw,Kw,Qb,Kw	darkRed	0
109f53fce51f8638a0a4fa5ac6fc197a	1479	Rb,Qb,Kw,Rb,Nw,Qw,Kb,Kw,Nw,,,,,,,Rb,Qb,,,,,,,Bw,Kw,,,Pw,Pw,,,Qw,Pw,,,Pw,Pw,,,Pw,Nb,,,,,,,Rw,Bw,,,,,,,Bb,Nb,Nb,Bw,Kw,Pw,Nw,Bb,Nw	darkRed	0
112f44d0426f8e1ffd60aa3443439940	411	Rb,Pw,Kw,Bw,Nb,Pb,Kb,Qw,Nw,,,,,,,Rb,Bb,,,,,,,Pw,Kw,,,Pb,Pb,,,Qb,Pw,,,Pb,Pb,,,Bw,Nb,,,,,,,Rw,Bw,,,,,,,Pb,Rb,Kb,Pb,Nb,Bw,Kw,Pw,Bb	darkRed	0
113bf52cbd17c003ea292800859e30e7	2546	Rb,Kw,Qb,Nb,Rw,Kb,Qw,Kb,Kb,,,,,,,Pw,Pb,,,,,,,Nb,Nb,,,Nw,Nw,,,Bw,Bw,,,Nw,Nw,,,Kb,Kw,,,,,,,Rb,Pw,,,,,,,Nw,Kw,Qb,Kw,Rw,Nb,Bw,Kb,Rw	lightGray	0
113d9140fb07123fd660227ba245f17a	299	Pw,Bb,Rw,Kb,Qw,Nw,Rb,Pw,Rw,,,,,,,Nw,Pb,,,,,,,Pb,Qw,,,,,,,Qw,Nb,,,,,,,Bb,Rb,,,,,,,Nb,Pw,,,,,,,Pw,Qb,Pw,Rb,Bw,Qb,Pb,Rw,Bw	lightGray	0
1160c8317c37be91e3d83cea5906750b	3933	Rw,Rw,Rw,Rw,Rw,Rw,Rw,Rw,Rw,,,,,,,Qw,Pb,,,,,,,Pw,Qb,,,,,,,Rb,Bw,,,,,,,Bw,Rb,,,,,,,Qb,Kb,,,,,,,Pb,Kb,Kb,Qw,Nw,Pb,Kw,Bb,Qb	darkGray	0
11806edc3a265a396bac58466c19ea16	1336	Qb,Bw,Qb,Pb,Rw,Bb,Kw,Bb,Pb,,,,,,,Qw,Rw,,,,,,,Nb,Nb,,,,,,,Rw,Qw,,,,,,,Pb,Pw,,,,,,,Qb,Rb,,,,,,,Nw,Qw,Bw,Rb,Pb,Qb,Bb,Rw,Kb	lightGray	0
118c20728fa6dc2327dddffd6b3f3d8c	3376	Rw,Qb,Nw,Rw,Kw,Qw,Nb,Nb,Kw,,,,,,,Nb,Rw,,,,,,,Pw,Nb,,,Nb,Nb,,,Kb,Bw,,,Nb,Nb,,,Bw,Kb,,,,,,,Nw,Rb,,,,,,,Pb,Kw,Pb,Kb,Bb,Nw,Pw,Kw,Qb	darkGray	0
11929db5935606b215eeb843a09305c6	1148	Rb,Qw,Pw,Rw,Bb,Qb,Pb,Kb,Kb,,,,,,,Rw,Qw,,,,,,,Kw,Bb,,,,,,,Bw,Rw,,,,,,,Nb,Kw,,,,,,,Pb,Qb,,,,,,,Kb,Nw,Kb,Qw,Nw,Rb,Kw,Qb,Kw	lightRed	0
11c471bb2d6fae430858994a726b263f	1651	Bw,Bb,Qw,Pb,Rw,Bw,Qb,Pw,Bw,,,,,,,Bw,Nb,,,,,,,Qb,Pw,,,,,,,Pw,Kw,,,,,,,Rb,Bb,,,,,,,Bb,Nw,,,,,,,Qw,Rw,Bw,Nb,Pb,Kb,Bb,Nw,Qb	darkRed	0
11e4ae8881811947fb4fa218b1f331c7	3839	Bb,Qb,Nw,Rb,Kb,Qw,Nb,Rw,Nb,,,,,,,Bw,Pw,,,,,,,Kb,Kb,,,,,,,Pb,Bw,,,,,,,Nw,Nw,,,,,,,Bb,Pb,,,,,,,Kw,Qb,Qw,Kb,Rw,Nb,Qb,Kw,Kb	darkRed	1
12426741af51e5e91188a06bab4f32fc	3922	Rw,Bw,Rb,Pw,Qw,Nb,Rw,Pb,Pb,,,,,,,Pb,Rw,,,,,,,Rw,Nb,,,Pw,Pw,,,Bw,Qw,,,Pw,Pw,,,Qb,Kb,,,,,,,Kb,Rb,,,,,,,Rb,Kw,Qb,Kw,Rw,Nb,Qw,Pw,Kw	lightGray	1
12f8ec2dbefbe524be54c35fd161f640	3046	Pw,Nb,Bw,Kw,Pw,Rw,Bb,Qb,Rb,,,,,,,Qw,Kb,,,,,,,Bb,Qb,,,Qb,Qb,,,Nw,Nw,,,Qb,Qb,,,Pb,Rw,,,,,,,Kb,Kw,,,,,,,Bw,Bw,Qw,Bb,Rb,Pw,Qb,Bw,Rb	darkRed	0
131dd0c6dc4db09f3054d7a0e7641487	1298	Pb,Qb,Nw,Rb,Kb,Qw,Nb,Rw,Bw,,,,,,,Nb,Kb,,,,,,,Rw,Pw,,,Bw,Bw,,,Kb,Nb,,,Bw,Bw,,,Qw,Bb,,,,,,,Nw,Kw,,,,,,,Rb,Rb,Kw,Bb,Nw,Pb,Kb,Bw,Kw	darkGray	0
1341f188b4e9c8055dba774ed94a408b	1295	Qw,Kw,Pw,Nw,Bb,Kb,Pb,Pb,Rw,,,,,,,Rw,Nb,,,,,,,Kw,Qb,,,Pb,Pb,,,Qw,Kw,,,Pb,Pb,,,Nb,Rb,,,,,,,Rb,Nw,,,,,,,Pw,Qw,Rw,Bb,Qw,Pw,Rb,Bw,Qw	lightRed	0
134d22b56ed6287b5424de707d4571f3	3943	Kw,Kb,Qw,Nb,Rw,Kw,Qb,Qb,Pw,,,,,,,Rw,Nb,,,,,,,Kw,Bw,,,Rb,Rb,,,Qw,Kb,,,Rb,Rb,,,Nb,Rb,,,,,,,Pb,Nw,,,,,,,Kb,Rw,Pw,Kw,Bb,Nw,Pb,Kb,Nw	lightRed	0
13c836920f7040c7c69f83c31df93197	3080	Pb,Rb,Kb,Qb,Nw,Rw,Kw,Bb,Kw,,,,,,,Rb,Qb,,,,,,,Bw,Nw,,,Rb,Rb,,,Qw,Rb,,,Rb,Rb,,,Pw,Kb,,,,,,,Rw,Qw,,,,,,,Bb,Kb,Pb,Rw,Bw,Qb,Pw,Rb,Pw	lightGray	0
13ddf23d03af76a6298c9d802bddcd0e	3193	Qb,Bb,Nw,Pw,Qw,Bw,Rb,Bw,Qb,,,,,,,Bw,Nw,,,,,,,Qb,Rw,,,Pw,Pw,,,Pw,Kw,,,Pw,Pw,,,Rb,Qw,,,,,,,Bb,Nb,,,,,,,Qw,Pw,Pb,Qb,Bb,Rw,Kb,Qw,Rb	lightRed	0
144194992962fc3450f9071bd2b505a8	1124	Kb,Qb,Bw,Rb,Pw,Qw,Bb,Rw,Kb,,,,,,,Kw,Qw,,,,,,,Rw,Nb,,,,,,,Nb,Rw,,,,,,,Qw,Kw,,,,,,,Kb,Qb,,,,,,,Pb,Qb,Pb,Kb,Bw,Nb,Pw,Kw,Kw	lightGray	0
1488b556f31717ab67d1e5e7d3526829	3377	Nw,Qb,Bw,Rb,Pw,Qw,Nb,Rb,Pb,,,,,,,Nw,Rw,,,,,,,Qb,Bw,,,,,,,Kb,Qb,,,,,,,Rb,Pw,,,,,,,Nb,Rb,,,,,,,Qw,Bw,Nb,Pw,Kw,Qb,Nw,Pb,Kw	lightRed	0
14a32bc8d04cd4ad35dd5631a7b057bb	1131	Nb,Bb,Qw,Pw,Rb,Bw,Qb,Qw,Rb,,,,,,,Qw,Kb,,,,,,,Bb,Qw,,,,,,,Rb,Nb,,,,,,,Pw,Rw,,,,,,,Qb,Pb,,,,,,,Bw,Qb,Pb,Kb,Bw,Nb,Pw,Kw,Pb	lightGray	0
14c3e9cdbc73ae5733406e7952e656ed	2200	Rb,Rw,Nb,Qb,Kw,Rb,Nw,Qb,Pw,,,,,,,Nb,Nb,,,,,,,Bw,Bw,,,,,,,Kb,Qb,,,,,,,Pb,Pb,,,,,,,Rw,Nw,,,,,,,Bb,Pb,Qb,Bw,Rb,Pw,Qw,Nb,Bw	lightGray	0
1595f9dae1a6a54823056724d8437c95	4049	Qw,Bw,Qb,Pb,Rw,Bb,Kw,Pw,Bb,,,,,,,Nw,Qw,,,,,,,Pb,Pw,,,,,,,Kb,Rb,,,,,,,Bw,Bw,,,,,,,Nb,Qb,,,,,,,Pw,Rb,Pw,Kw,Bw,Nb,Pb,Kb,Kw	darkRed	0
15aa59622a90f162b92fbf704c94d7d8	140	Qb,Kw,Bb,Rb,Pw,Qb,Bw,Pb,Pw,,,,,,,Pw,Nb,,,,,,,Rb,Bw,,,Nb,Nb,,,Bw,Kb,,,Nb,Nb,,,Qb,Pb,,,,,,,Pb,Nw,,,,,,,Rw,Pw,Rw,Kw,Qb,Nw,Rb,Kb,Kw	darkRed	1
15fc28654ea71cba72a1bd83d4aa5e46	3669	Kb,Nb,Rw,Kb,Qw,Nw,Rb,Bb,Kb,,,,,,,Rw,Pb,,,,,,,Nb,Nw,,,,,,,Qw,Bb,,,,,,,Kb,Kw,,,,,,,Pb,Pw,,,,,,,Nw,Rw,Rw,Rw,Rw,Rw,Rw,Rw,Rw	darkRed	0
1600082463dc99a99c42255a5e3e6a78	2183	Rw,Rw,Rw,Rw,Rw,Rw,Rw,Rw,Kw,,,,,,,Nb,Qb,,,,,,,Rw,Nb,,,Qb,Qb,,,Kw,Rw,,,Qb,Qb,,,Qb,Kb,,,,,,,Nw,Qw,,,,,,,Rb,Bb,Pb,Rw,Bb,Qw,Pw,Rb,Qb	lightRed	0
171f9ddc7c385f77abc0436f57aef959	1311	Pw,Bb,Rw,Pw,Qw,Bw,Rb,Kb,Pw,,,,,,,Rb,Kw,,,,,,,Nw,Bw,,,,,,,Qb,Nb,,,,,,,Kw,Pb,,,,,,,Rw,Kb,,,,,,,Nb,Kb,Bb,Kw,Pw,Nb,Bw,Kb,Bb	lightGray	1
173fd259aa96c45dfe55f18fe450890c	1482	Pb,Qb,Bw,Rb,Pw,Qw,Nb,Rw,Rb,,,,,,,Pb,Kb,,,,,,,Nw,Qw,,,,,,,Bb,Nb,,,,,,,Kw,Rw,,,,,,,Pw,Kw,,,,,,,Nb,Qw,Bb,Nw,Pb,Kb,Bw,Nb,Rw	lightGray	0
1753e756326f5eb4c0111ab42a8626a3	2230	Nb,Rb,Pw,Qw,Bb,Rw,Kw,Rw,Nb,,,,,,,Rb,Bw,,,,,,,Nw,Kb,,,Rb,Rb,,,Bb,Pb,,,Rb,Rb,,,Kw,Rw,,,,,,,Pw,Bb,,,,,,,Nb,Pw,Qb,Kw,Rw,Nb,Qw,Kb,Kb	lightGray	1
17571a374caf37c183726094919d661d	390	Nw,Nw,Qb,Kb,Rb,Nb,Bw,Rb,Qb,,,,,,,Kw,Nw,,,,,,,Rw,Rb,,,Nw,Nw,,,Nb,Pw,,,Nw,Nw,,,Qw,Qw,,,,,,,Kb,Bb,,,,,,,Rb,Qb,Bb,Kw,Pb,Nw,Bw,Kb,Qw	darkRed	0
1781ba226d6192057141bcb1d306af9b	1605	Bb,Rw,Bb,Qb,Pb,Rb,Bw,Nw,Bb,,,,,,,Qw,Nw,,,,,,,Bb,Pb,,,Qw,Qw,,,Rb,Kb,,,Qw,Qw,,,Pw,Bw,,,,,,,Qb,Nb,,,,,,,Bw,Nb,Rb,Nw,Qb,Kw,Rw,Nb,Nw	darkGray	0
