id	frequency	board	fill	hasQR	fen	verifiedCount
121158798758af98425970c4ea5975ed	13	Nb,Qw,Bb,Rb,Pw,Qb,Bw,Nb,Pw,,,,,,,Qb,Nb,,,,,,,Kw,Bw,,,Rw,Rw,,,Rb,Kb,,,Rw,Rw,,,Nw,Pb,,,,,,,Qw,Nw,,,,,,,Kb,Qw,Kb,Bw,Nb,Pw,Kw,Bb,Nb	lightGray	0	nQbrPqBn/P6q/n6K/B2RR2r/k2RR2N/p6Q/N6k/QkBnPKbn	1
8a1ff44e7c25a9977c08fb792ade3137	14	Nb,Bw,Nb,Pw,Kw,Bb,Nw,Pb,Rb,,,,,,,Bw,Nw,,,,,,,Kb,Qw,,,,,,,Pw,Kb,,,,,,,Nb,Rw,,,,,,,Bb,Nb,,,,,,,Kw,Qb,Pb,Nw,Bw,Kb,Pw,Nb,Nw	lightRed	0	nBnPKbNp/r6B/N6k/Q6P/k6n/R6b/n6K/qpNBkPnN	1
b4fc5b10a4190e6802ff36ebf4c6446e	15	Qb,Pw,Rb,Bb,Qw,Pb,Rw,Kw,Kb,,,,,,,Kw,Qw,,,,,,,Qb,Nb,,,,,,,Nb,Rw,,,,,,,Rw,Kw,,,,,,,Kb,Qb,,,,,,,Qw,Nb,Qb,Nw,Rb,Kb,Qw,Nb,Bb	lightGray	0	qPrbQpRK/k6K/Q6q/n6n/R6R/K6k/q6Q/nqNrkQnb	2
17fb21ffc9d31c263bab0e6c424d3706	16	Pw,Rw,Pb,Qb,Bw,Nb,Pw,Nb,Nw,,,,,,,Kb,Rb,,,,,,,Qw,Kb,,,,,,,Nb,Qw,,,,,,,Rw,Nb,,,,,,,Kw,Rw,,,,,,,Bb,Rw,Rw,Rw,Rw,Rw,Rw,Rw,Rw	darkGray	0	PRpqBnPn/N6k/r6Q/k6n/Q6R/n6K/R6b/RRRRRRRR	3
0022a223b2a3eedee8553be35597bd5c	17	Nb,Nw,Qb,Kb,Rb,Nb,Qw,Pw,Bb,,,,,,,Pw,Rw,,,,,,,Kw,Pw,,,Bb,Bb,,,Bb,Qw,,,Bb,Bb,,,Nw,Nw,,,,,,,Pb,Rb,,,,,,,Kb,Pb,Rw,Pb,Qw,Bb,Rb,Pw,Qb	lightGray	0	nNqkrnQP/b6P/R6K/P2bb2b/Q2bb2N/N6p/r6k/pRpQbrPq	1
b3d628da90eeb00876b25afcf932038f	18	Qw,Kw,Bb,Nb,Pw,Kb,Bw,Rb,Qw,,,,,,,Bw,Pw,,,,,,,Nb,Rw,,,,,,,Rw,Bb,,,,,,,Kw,Qb,,,,,,,Bb,Pb,,,,,,,Nw,Qw,Qw,Nb,Rb,Kb,Qb,Nw,Pw	darkRed	0	QKbnPkBr/Q6B/P6n/R6R/b6K/q6b/p6N/QQnrkqNP	1
8b57d66e8e07447b495c1cb503c91cd6	21	Kb,Pb,Rw,Bw,Qb,Pw,Nb,Kw,Kb,,,,,,,Rw,Bw,,,,,,,Pb,Nw,,,Bb,Bb,,,Qb,Pb,,,Bb,Bb,,,Bw,Kw,,,,,,,Rb,Bb,,,,,,,Pw,Pb,Kw,Bb,Nw,Pb,Kb,Bw,Bb	lightRed	0	kpRBqPnK/k6R/B6p/N2bb2q/p2bb2B/K6r/b6P/pKbNpkBb	1
4ebbd539c09cf9937624660d70205378	23	Nb,Rw,Nb,Qb,Kw,Rb,Nw,Qw,Pb,,,,,,,Kw,Qb,,,,,,,Rw,Bb,,,Pb,Pb,,,Nw,Rw,,,Pb,Pb,,,Qb,Pw,,,,,,,Kb,Qw,,,,,,,Rb,Pw,Kb,Bw,Nw,Pb,Kw,Bb,Rb	lightGray	0	nRnqKrNQ/p6K/q6R/b2pp2N/R2pp2q/P6k/Q6r/PkBNpKbr	3
77200dc3eca802646107059a93c2f19f	25	Kw,Qb,Pb,Rb,Bw,Qw,Pw,Kw,Kb,,,,,,,Rw,Qw,,,,,,,Pb,Nb,,,,,,,Qb,Rw,,,,,,,Bw,Kw,,,,,,,Rb,Qb,,,,,,,Kb,Bw,Nb,Qw,Kb,Rb,Nw,Qb,Qw	lightGray	0	KqprBQPK/k6R/Q6p/n6q/R6B/K6r/q6k/BnQkrNqQ	1
9b897401f0225ec1daa18f1090c7f4f3	26	Rw,Rb,Kb,Qb,Nw,Rw,Kw,Qb,Qb,,,,,,,Rw,Kw,,,,,,,Pb,Rw,,,,,,,Qw,Nb,,,,,,,Bb,Qw,,,,,,,Rb,Pw,,,,,,,Pw,Bb,Nb,Bw,Kb,Pb,Nw,Bb,Pw	lightRed	0	RrkqNRKq/q6R/K6p/R6Q/n6b/Q6r/P6P/bnBkpNbP	1
a84e63588048335b0c181e4a428ac244	28	Qb,Nb,Qw,Kb,Rb,Nw,Qb,Rw,Bb,,,,,,,Kb,Kw,,,,,,,Pb,Pw,,,Pw,Pw,,,Nw,Nb,,,Pw,Pw,,,Bb,Bw,,,,,,,Kw,Kb,,,,,,,Pw,Nb,Qb,Pb,Rb,Bw,Qw,Pw,Pb	lightGray	0	qnQkrNqR/b6k/K6p/P2PP2N/n2PP2b/B6K/k6P/nqprBQPp	1
105086c8ccc294070f9b6a6dd0e88cad	29	Pw,Qb,Bw,Rw,Pb,Qw,Bb,Rw,Rw,,,,,,,Kb,Pb,,,,,,,Qw,Qw,,,,,,,Nb,Bb,,,,,,,Rw,Rb,,,,,,,Kw,Pw,,,,,,,Qb,Kb,Kb,Qw,Nb,Rw,Kw,Qb,Kw	darkRed	0	PqBRpQbR/R6k/p6Q/Q6n/b6R/r6K/P6q/kkQnRKqK	1
c7c7ac029cb485e7e2b261ff2c005bdf	32	Nb,Kb,Qw,Nb,Rw,Kw,Qb,Rw,Rb,,,,,,,Rw,Pw,,,,,,,Rw,Qw,,,,,,,Rw,Bb,,,,,,,Rw,Rw,,,,,,,Rw,Pb,,,,,,,Rw,Nb,Qw,Pw,Rb,Bw,Qb,Pb,Rw	lightRed	0	nkQnRKqR/r6R/P6R/Q6R/b6R/R6R/p6R/nQPrBqpR	1
a199e36318ff3a07333c4a4c2253564e	34	Pw,Pb,Kb,Qw,Nb,Rw,Kw,Bw,Qw,,,,,,,Pw,Pw,,,,,,,Rb,Rb,,,,,,,Bb,Bw,,,,,,,Qw,Qb,,,,,,,Pb,Pb,,,,,,,Rw,Pb,Bb,Nw,Pb,Kb,Bw,Nb,Nb	lightGray	0	PpkQnRKB/Q6P/P6r/r6b/B6Q/q6p/p6R/pbNpkBnn	5
24f02f4930a3460813c644d10ec1af9b	35	Kb,Kb,Qw,Nw,Pb,Kw,Bb,Pw,Bw,,,,,,,Nw,Nb,,,,,,,Pb,Pw,,,,,,,Kb,Kw,,,,,,,Bw,Bb,,,,,,,Nb,Nw,,,,,,,Pw,Bw,Bw,Rb,Pb,Qb,Bb,Nw,Qb	darkGray	0	kkQNpKbP/B6N/n6p/P6k/K6B/b6n/N6P/BBrpqbNq	1
617f98bec656429d95a141529e705ea0	40	Rb,Rw,Nb,Qb,Pb,Rb,Bw,Rw,Kw,,,,,,,Kb,Bb,,,,,,,Bw,Nb,,,,,,,Nb,Pw,,,,,,,Pw,Qb,,,,,,,Qw,Bw,,,,,,,Bb,Pw,Nb,Pw,Kw,Bb,Rw,Pb,Kb	darkGray	0	rRnqprBR/K6k/b6B/n6n/P6P/q6Q/B6b/PnPKbRpk	3
1a556c9ad4a4f7abd74a2d11bf42a736	46	Qb,Nw,Bb,Kb,Pb,Rb,Bw,Kw,Rw,,,,,,,Nw,Kw,,,,,,,Rb,Qw,,,,,,,Kb,Nb,,,,,,,Qw,Rb,,,,,,,Nb,Kb,,,,,,,Rw,Pw,Qw,Nb,Pb,Kb,Bb,Nw,Kw	lightGray	0	qNbkprBK/R6N/K6r/Q6k/n6Q/r6n/k6R/PQnpkbNK	1
76b3f755c85e2bf395fcc7d337e619ff	49	Bw,Nb,Bw,Kb,Pb,Nw,Bb,Rb,Rb,,,,,,,Kb,Nw,,,,,,,Qw,Qw,,,,,,,Nb,Kb,,,,,,,Rw,Rw,,,,,,,Kw,Nb,,,,,,,Qb,Kw,Qb,Kw,Rb,Nw,Qw,Kb,Kb	lightRed	0	BnBkpNbr/r6k/N6Q/Q6n/k6R/R6K/n6q/KqKrNQkk	1
d8100cd0d190e41659ba9c44cb712e4e	59	Qw,Nw,Pb,Qw,Bb,Nb,Pw,Pw,Rb,,,,,,,Kw,Bw,,,,,,,Qb,Qb,,,,,,,Nw,Pb,,,,,,,Rb,Rw,,,,,,,Kb,Bb,,,,,,,Qw,Rw,Qw,Kb,Rb,Nw,Qb,Kw,Pw	lightRed	0	QNpQbnPP/r6K/B6q/q6N/p6r/R6k/b6Q/RQkrNqKP	1
186332c89db649fcfde5a36e4cd4b2dc	60	Rb,Bw,Nb,Pw,Kw,Bb,Nw,Rw,Pb,,,,,,,Rb,Qb,,,,,,,Nw,Bb,,,Pw,Pw,,,Qb,Rw,,,Pw,Pw,,,Kw,Pw,,,,,,,Rw,Qw,,,,,,,Nb,Nb,Kb,Pb,Nb,Bw,Kw,Pw,Nw	lightRed	0	rBnPKbNR/p6r/q6N/b2PP2q/R2PP2K/P6R/Q6n/nkpnBKPN	3
9e50c9ae8213e226acf7704daa5f6542	61	Bb,Qb,Bw,Rw,Pb,Qw,Bb,Rw,Qw,,,,,,,Rw,Bb,,,,,,,Rw,Rw,,,Rw,Rw,,,Rw,Pb,,,Rw,Rw,,,Rw,Qb,,,,,,,Rw,Nw,,,,,,,Rw,Pw,Pb,Rw,Bw,Qb,Pw,Rb,Rw	lightGray	0	bqBRpQbR/Q6R/b6R/R2RR2R/p2RR2R/q6R/N6R/PpRBqPrR	1
b2b65290bf2b85b6ca411d02c186636b	62	Kw,Nb,Bw,Kw,Rw,Nw,Qb,Rb,Pb,,,,,,,Rb,Rw,,,,,,,Nw,Bb,,,Rw,Rw,,,Qw,Qw,,,Rw,Rw,,,Kb,Pw,,,,,,,Rw,Nb,,,,,,,Bb,Nb,Nb,Bw,Kb,Pb,Nw,Bb,Pw	darkGray	1	KnBKRNqr/p6r/R6N/b2RR2Q/Q2RR2k/P6R/n6b/nnBkpNbP	1
87a7df1bbbb1665f8eff81f018390b3f	63	Rw,Kb,Bw,Nb,Pw,Kw,Bb,Nb,Qw,,,,,,,Pw,Kb,,,,,,,Rb,Rw,,,,,,,Bb,Nb,,,,,,,Qw,Qb,,,,,,,Pb,Kw,,,,,,,Rw,Bw,Kb,Rb,Nw,Bb,Kw,Rw,Bb	lightRed	0	RkBnPKbn/Q6P/k6r/R6b/n6Q/q6p/K6R/BkrNbKRb	1
858a483a87514d6e218b96642780b426	64	Qw,Qw,Bb,Rw,Pb,Qb,Nw,Pw,Kw,,,,,,,Bw,Rw,,,,,,,Kb,Nw,,,,,,,Pw,Qb,,,,,,,Nb,Kb,,,,,,,Bb,Rb,,,,,,,Kw,Pw,Kb,Pb,Nb,Bw,Kw,Pw,Nw	lightRed	0	QQbRpqNP/K6B/R6k/N6P/q6n/k6b/r6K/PkpnBKPN	1
04d693eae197635f687997391972a7ea	69	Bw,Nb,Pw,Kb,Bw,Nw,Pb,Bw,Nw,,,,,,,Nb,Pb,,,,,,,Qw,Kb,,,Nw,Nw,,,Kw,Bw,,,Nw,Nw,,,Rw,Nb,,,,,,,Nw,Pw,,,,,,,Qb,Nw,Bb,Rw,Kb,Qw,Nw,Rb,Nb	lightGray	0	BnPkBNpB/N6n/p6Q/k2NN2K/B2NN2R/n6N/P6q/NbRkQNrn	5
2310d2eb54ed84d47908f5e53e8d1dcc	73	Bw,Rw,Bb,Qw,Pw,Rb,Bw,Pw,Nw,,,,,,,Rb,Bb,,,,,,,Kb,Kb,,,Bw,Bw,,,Qw,Pb,,,Bw,Bw,,,Nb,Nb,,,,,,,Rw,Bw,,,,,,,Kw,Nw,Nw,Pb,Kb,Bw,Nb,Pw,Rw	lightGray	0	BRbQPrBP/N6r/b6k/k2BB2Q/p2BB2n/n6R/B6K/NNpkBnPR	3
4de02064456ea3c96910a042ae0aaa48	76	Pb,Kb,Qw,Nb,Rw,Kw,Qb,Kw,Qw,,,,,,,Bb,Bb,,,,,,,Kw,Rb,,,Pw,Pw,,,Pw,Pw,,,Pw,Pw,,,Nb,Qb,,,,,,,Bw,Bw,,,,,,,Kb,Rb,Bw,Kb,Pw,Nb,Bb,Kw,Bb	lightRed	0	pkQnRKqK/Q6b/b6K/r2PP2P/P2PP2n/q6B/B6k/rBkPnbKb	1
6288cd17a427069172a30ee1c2ef1cab	77	Qw,Bb,Kw,Pb,Nw,Bw,Kb,Qb,Qb,,,,,,,Bw,Bw,,,,,,,Nb,Rb,,,,,,,Pb,Pw,,,,,,,Qb,Qw,,,,,,,Bb,Bb,,,,,,,Nw,Bw,Nb,Qw,Kb,Rb,Nw,Qb,Bw	darkRed	0	QbKpNBkq/q6B/B6n/r6p/P6q/Q6b/b6N/BnQkrNqB	1
286cecbe2ab7eb0ac5c97c66981bd98d	78	Qb,Nw,Bb,Kw,Pw,Nb,Bw,Rb,Qw,,,,,,,Pb,Pw,,,,,,,Kb,Rb,,,Nw,Nw,,,Bw,Bw,,,Nw,Nw,,,Nb,Qb,,,,,,,Pw,Pb,,,,,,,Kw,Qw,Kw,Rw,Nw,Qb,Kb,Rb,Qb	darkGray	0	qNbKPnBr/Q6p/P6k/r2NN2B/B2NN2n/q6P/p6K/QKRNqkrq	1
06ea1b882edf68206d80a66ee2797e84	79	Pb,Pb,Qb,Bb,Rw,Pw,Qw,Bb,Qw,,,,,,,Bw,Bb,,,,,,,Nb,Rb,,,,,,,Pw,Pw,,,,,,,Kw,Qb,,,,,,,Qb,Bw,,,,,,,Nw,Nb,Pw,Qw,Bw,Rb,Pb,Qb,Pw	darkGray	0	ppqbRPQb/Q6B/b6n/r6P/P6K/q6q/B6N/nPQBrpqP	1
39af181f0cface193ebe7bb68283a35b	82	Bw,Kw,Rw,Nb,Qw,Pw,Rb,Bw,Kb,,,,,,,Bb,Pb,,,,,,,Qw,Nb,,,,,,,Pw,Qw,,,,,,,Rb,Kw,,,,,,,Bw,Pw,,,,,,,Qb,Kb,Rb,Nw,Qw,Kb,Rw,Nb,Pw	lightGray	0	BKRnQPrB/k6b/p6Q/n6P/Q6r/K6B/P6q/krNQkRnP	3
6d3efd31339f67e13eeff925068ff485	85	Bw,Rw,Kw,Qb,Nw,Rb,Kb,Kw,Bw,,,,,,,Kb,Nb,,,,,,,Pb,Pb,,,,,,,Nb,Kb,,,,,,,Bw,Bb,,,,,,,Kw,Nw,,,,,,,Pw,Rw,Nw,Bb,Qw,Pw,Nb,Bw,Nb	lightRed	0	BRKqNrkK/B6k/n6p/p6n/k6B/b6K/N6P/RNbQPnBn	3
17386b9c429b9818a6f52c977e7bfb96	87	Bb,Qb,Pb,Rw,Nb,Qw,Pw,Pb,Pw,,,,,,,Kb,Rb,,,,,,,Qw,Bb,,,,,,,Nb,Qw,,,,,,,Rw,Kw,,,,,,,Kw,Rw,,,,,,,Qb,Bb,Rb,Pw,Qb,Nw,Rw,Kw,Qb	darkGray	0	bqpRnQPp/P6k/r6Q/b6n/Q6R/K6K/R6q/brPqNRKq	1
475409efaeb7e847811219640c280aa3	88	Qb,Kw,Bb,Nb,Pw,Kb,Bw,Bb,Nb,,,,,,,Pb,Qw,,,,,,,Qb,Kb,,,Nb,Nb,,,Bw,Rb,,,Nb,Nb,,,Rb,Nw,,,,,,,Pw,Qb,,,,,,,Qw,Nb,Rb,Kb,Qw,Nb,Pw,Kw,Rw	darkRed	0	qKbnPkBb/n6p/Q6q/k2nn2B/r2nn2r/N6P/q6Q/nrkQnPKR	1
5448fda1280e782f2238a1a07ca7ea5c	90	Pw,Bb,Qw,Pw,Rb,Bw,Qb,Rw,Pb,,,,,,,Kb,Kb,,,,,,,Rb,Bw,,,,,,,Nb,Nb,,,,,,,Qw,Pw,,,,,,,Kw,Qw,,,,,,,Rw,Bb,Nb,Pw,Kb,Bw,Nw,Rb,Rw	lightRed	1	PbQPrBqR/p6k/k6r/B6n/n6Q/P6K/Q6R/bnPkBNrR	3
16a7ad83a2be5992d3a166863671c427	91	Nw,Qb,Nw,Rw,Kw,Qw,Bb,Bb,Kw,,,,,,,Bw,Bb,,,,,,,Rb,Nw,,,Pw,Pw,,,Pw,Rb,,,Pw,Pw,,,Qw,Kb,,,,,,,Bb,Bw,,,,,,,Rw,Rw,Bw,Rb,Pb,Qb,Bb,Rw,Kw	darkRed	0	NqNRKQbb/K6B/b6r/N2PP2P/r2PP2Q/k6b/B6R/RBrpqbRK	1
1b489660166355c98e7c30207680e560	92	Pb,Nb,Pw,Kw,Bb,Nw,Pb,Rw,Rb,,,,,,,Kw,Kb,,,,,,,Rw,Qw,,,Nb,Nb,,,Nw,Nb,,,Nb,Nb,,,Qb,Rw,,,,,,,Kb,Kw,,,,,,,Rb,Kw,Bb,Qw,Pb,Nw,Bw,Kb,Rb	lightGray	1	pnPKbNpR/r6K/k6R/Q2nn2N/n2nn2q/R6k/K6r/KbQpNBkr	2
c04b5ebb80d5df6554498a5e364f73c3	93	Bb,Pb,Nw,Bb,Kw,Pw,Nb,Rb,Qw,,,,,,,Qb,Nb,,,,,,,Kw,Rw,,,Nb,Nb,,,Rb,Pb,,,Nb,Nb,,,Nw,Qb,,,,,,,Qw,Nw,,,,,,,Kb,Kb,Nb,Bw,Kw,Pw,Rw,Bb,Rw	darkGray	0	bpNbKPnr/Q6q/n6K/R2nn2r/p2nn2N/q6Q/N6k/knBKPRbR	1
3bad1b73ba1bb18254dedf786e28445c	95	Nb,Bw,Qb,Pw,Rb,Bb,Qw,Rw,Nb,,,,,,,Rw,Pw,,,,,,,Rw,Kw,,,,,,,Rw,Bb,,,,,,,Rw,Nw,,,,,,,Rw,Pb,,,,,,,Rw,Pw,Qb,Bw,Rw,Pb,Qw,Bb,Rw	darkRed	0	nBqPrbQR/n6R/P6R/K6R/b6R/N6R/p6R/PqBRpQbR	1
9a1185e0ca090aa7050d0461c19f0d79	97	Rb,Bw,Nb,Pb,Kb,Bb,Nw,Qw,Bb,,,,,,,Nb,Nw,,,,,,,Bw,Pw,,,Pb,Pb,,,Kw,Kw,,,Pb,Pb,,,Pw,Bw,,,,,,,Nw,Nb,,,,,,,Bb,Rw,Qw,Nb,Rw,Kw,Qb,Nw,Kb	lightGray	0	rBnpkbNQ/b6n/N6B/P2pp2K/K2pp2P/B6N/n6b/RQnRKqNk	1
058a745aa4740c625363d7fae9ee703c	100	Rb,Rb,Nw,Qw,Kb,Rw,Nb,Rb,Nb,,,,,,,Qb,Pw,,,,,,,Pb,Kb,,,,,,,Rb,Bw,,,,,,,Bw,Rw,,,,,,,Qw,Pb,,,,,,,Pw,Rw,Nw,Bb,Kb,Pb,Nb,Bw,Kb	lightRed	0	rrNQkRnr/n6q/P6p/k6r/B6B/R6Q/p6P/RNbkpnBk	1
3ad507b9a946cbbf682f0c22c83f724b	101	Bw,Bb,Kw,Pw,Nb,Bw,Qb,Kb,Rb,,,,,,,Qb,Kb,,,,,,,Nw,Qw,,,,,,,Pw,Nb,,,,,,,Kw,Rw,,,,,,,Qw,Kw,,,,,,,Nb,Pw,Pw,Qw,Bw,Rb,Pb,Qb,Rb	darkRed	0	BbKPnBqk/r6q/k6N/Q6P/n6K/R6Q/K6n/PPQBrpqr	1
406ce89042cc82c71ae077ac2d9125dc	102	Pb,Nw,Pb,Kb,Bw,Nb,Pw,Pb,Bw,,,,,,,Kb,Nb,,,,,,,Pb,Pw,,,Kb,Kb,,,Rw,Kw,,,Kb,Kb,,,Bb,Bb,,,,,,,Kw,Nw,,,,,,,Pw,Bb,Bb,Nw,Pw,Kw,Bw,Nb,Kw	lightGray	0	pNpkBnPp/B6k/n6p/P2kk2R/K2kk2b/b6K/N6P/bbNPKBnK	1
5b022ec90ba6d6e37e34e4f0e752b963	104	Qw,Pb,Rw,Bw,Qb,Pw,Rb,Kb,Nw,,,,,,,Bw,Rb,,,,,,,Kb,Kw,,,,,,,Pb,Qb,,,,,,,Nw,Nb,,,,,,,Bb,Rw,,,,,,,Kw,Rb,Qb,Pb,Rb,Bw,Qw,Pw,Rb	lightGray	0	QpRBqPrk/N6B/r6k/K6p/q6N/n6b/R6K/rqprBQPr	1
4ecdc4874b477f5659dffc1b67fb3c3d	105	Kb,Nw,Pb,Kw,Bb,Nb,Pw,Nb,Rw,,,,,,,Nw,Bb,,,,,,,Rb,Qb,,,Rb,Rb,,,Kb,Pb,,,Rb,Rb,,,Qw,Rb,,,,,,,Nb,Bw,,,,,,,Rw,Pb,Rb,Nw,Qw,Kb,Rw,Nb,Pb	lightGray	0	kNpKbnPn/R6N/b6r/q2rr2k/p2rr2Q/r6n/B6R/prNQkRnp	3
a4d7d652306c12da485c43ccc3d06e34	106	Bb,Rb,Nw,Qb,Kw,Rw,Bb,Qw,Nw,,,,,,,Kw,Pb,,,,,,,Bb,Kb,,,Nb,Nb,,,Nw,Bw,,,Nb,Nb,,,Pb,Nb,,,,,,,Kb,Pw,,,,,,,Bw,Kb,Bb,Kw,Rb,Nw,Bw,Kb,Qw	lightRed	1	brNqKRbQ/N6K/p6b/k2nn2N/B2nn2p/n6k/P6B/kbKrNBkQ	2
9d33744a73a7b7c644118436cf77f618	108	Rw,Pw,Rb,Bw,Qb,Pb,Rw,Pb,Bw,,,,,,,Nw,Qb,,,,,,,Pb,Pb,,,,,,,Kb,Rw,,,,,,,Bw,Nb,,,,,,,Nb,Qw,,,,,,,Pw,Bw,Bb,Qw,Pb,Rw,Bw,Qb,Qb	lightGray	0	RPrBqpRp/B6N/q6p/p6k/R6B/n6n/Q6P/BbQpRBqq	1
38fd18a54183b443f89cea317960cede	110	Qw,Nb,Bw,Kw,Pw,Nw,Bb,Rw,Qw,,,,,,,Rw,Pw,,,,,,,Rw,Rb,,,Rb,Rb,,,Rw,Bw,,,Rb,Rb,,,Rw,Qb,,,,,,,Rw,Pb,,,,,,,Rw,Pb,Bb,Rw,Pw,Qw,Bw,Nb,Rw	darkGray	0	QnBKPNbR/Q6R/P6R/r2rr2R/B2rr2R/q6R/p6R/pbRPQBnR	1
1d6670987a594df6956c62bbb7729d3f	111	Rw,Nb,Qw,Kb,Rb,Nw,Qb,Nw,Kw,,,,,,,Pb,Rw,,,,,,,Rw,Nw,,,Kb,Kb,,,Bw,Qb,,,Kb,Kb,,,Qb,Kb,,,,,,,Pw,Rb,,,,,,,Rb,Rb,Kw,Pw,Nw,Bb,Kb,Pb,Bb	darkGray	1	RnQkrNqN/K6p/R6R/N2kk2B/q2kk2q/k6P/r6r/rKPNbkpb	1
b1ccf33ea8758deaf7b9320231f7b78b	116	Bb,Nw,Qb,Kw,Rw,Nb,Qw,Qb,Rb,,,,,,,Qb,Nw,,,,,,,Pb,Qb,,,,,,,Rb,Kw,,,,,,,Bw,Rw,,,,,,,Qw,Nb,,,,,,,Kb,Rb,Bw,Rb,Pb,Qb,Bb,Rw,Pb	lightRed	0	bNqKRnQq/r6q/N6p/q6r/K6B/R6Q/n6k/rBrpqbRp	1
